set_code,set_name,company,cat_ref,imAge_A,image_ext,has_back_image,jurisdiction,jurisdiction_type,year,serial_number,width_inches,height_inches,value_mt,value_ex,value_vg,value_g,value_fr,value_po,variety_key,variety_notes,state_embossed,legend_embossed,notes,sort_order
c95,1995 License Plate Phone Cards,Panther Precious Metal,,WI,png,1,Wisconsin,us_state,1995,HBC-123,3.375,2.125,8,6,4,1,,,base,,0,0,,600
c95,1995 License Plate Phone Cards,Panther Precious Metal,,WI,png,1,Wisconsin,us_state,1995,HBC-123,3.375,2.125,8,6,4,1,,,a,prototype - no words on black areas,0,0,,610
c95,1995 License Plate Phone Cards,Panther Precious Metal,,WY,png,1,Wyoming,us_state,1995,21234,3.375,2.125,8,6,4,1,,,base,,0,0,,620
c95,1995 License Plate Phone Cards,Panther Precious Metal,,DC,png,1,Dist. Of Columbia,us_state,1995,123ABC,3.375,2.125,8,6,4,1,,,base,,0,0,,630
c95,1995 License Plate Phone Cards,Panther Precious Metal,,DC,png,1,Dist. Of Columbia,us_state,1995,123ABC,3.375,2.125,8,6,4,1,,,a,prototype - no words on black areas,0,0,,640
c95,1995 License Plate Phone Cards,Panther Precious Metal,,GU,png,1,Guam,us_state,1995,AAR570,3.375,2.125,8,6,4,1,,,base,,0,0,,650
c95,1995 License Plate Phone Cards,Panther Precious Metal,,PR,png,1,Puerto Rico,us_state,1995,APU312,3.375,2.125,8,6,4,1,,,base,,0,0,,660
c95,1995 License Plate Phone Cards,Panther Precious Metal,,DP,png,1,Diplomat,us_state,1995,DAB123,3.375,2.125,8,6,4,1,,,base,,0,0,,670
c95,1995 License Plate Phone Cards,Panther Precious Metal,,VI,png,1,Virgin Islands,us_state,1995,J-835,3.375,2.125,8,6,4,1,,,base,,0,0,,680
c95,1995 License Plate Phone Cards,Panther Precious Metal,,VI,png,1,Virgin Islands,us_state,1995,J-83535,3.375,2.125,8,6,4,1,,,base,,0,0,,690
c95,1995 License Plate Phone Cards,Panther Precious Metal,,GT,png,1,Government Vehicle,us_state,1995,G11-0000,3.375,2.125,8,6,4,1,,,base,,0,0,,700
c95,1995 License Plate Phone Cards,Panther Precious Metal,,AB,png,1,Alberta,us_state,1995,ABC-123,3.375,2.125,8,6,4,1,,,base,,0,0,,710
c95,1995 License Plate Phone Cards,Panther Precious Metal,,BC,png,1,British Columbia,us_state,1995,ABC123,3.375,2.125,8,6,4,1,,,base,,0,0,,720
c95,1995 License Plate Phone Cards,Panther Precious Metal,,MB,png,1,Manitoba,us_state,1995,123ABC,3.375,2.125,8,6,4,1,,,base,,0,0,,730
c95,1995 License Plate Phone Cards,Panther Precious Metal,,NB,png,1,New Brunswick,us_state,1995,AAA-123,3.375,2.125,8,6,4,1,,,base,,0,0,,740
c95,1995 License Plate Phone Cards,Panther Precious Metal,,NF,png,1,Newfoundland,us_state,1995,BCD-123,3.375,2.125,8,6,4,1,,,base,,0,0,,750
c95,1995 License Plate Phone Cards,Panther Precious Metal,,NS,png,1,Nova Scotia,us_state,1995,ABC123,3.375,2.125,8,6,4,1,,,base,,0,0,,760
c95,1995 License Plate Phone Cards,Panther Precious Metal,,NT,png,1,Northwest Territories,us_state,1995,10635,3.375,2.125,8,6,4,1,,,base,,0,0,,770
c95,1995 License Plate Phone Cards,Panther Precious Metal,,ON,png,1,Ontario,us_state,1995,123ABC,3.375,2.125,8,6,4,1,,,base,,0,0,,780
c95,1995 License Plate Phone Cards,Panther Precious Metal,,PE,png,1,Prince Edward Is.,us_state,1995,ABC123,3.375,2.125,8,6,4,1,,,base,,0,0,,790
c95,1995 License Plate Phone Cards,Panther Precious Metal,,SK,png,1,Saskatchewan,us_state,1995,ABC123,3.375,2.125,8,6,4,1,,,base,,0,0,,800
c95,1995 License Plate Phone Cards,Panther Precious Metal,,YU,png,1,Yukon Territory,us_state,1995,ABC12,3.375,2.125,8,6,4,1,,,base,,0,0,,810
c95,1995 License Plate Phone Cards,Panther Precious Metal,,QB,png,1,Quebec,us_state,1995,ABC123,3.375,2.125,8,6,4,1,,,base,,0,0,,820
c95,1995 License Plate Phone Cards,Panther Precious Metal,,MX,png,1,Mexico,us_state,1995,254SFE,3.375,2.125,8,6,4,1,,,base,,0,0,,830
c95,1995 License Plate Phone Cards,Panther Precious Metal,,BA,png,1,Bahamas,us_state,1995,3057,3.375,2.125,8,6,4,1,,,base,,0,0,,840
p60,1960 U.S. License Plate Cards,General Foods Corp. (Post Cereal),,AL,png,0,Alabama,us_state,1960,69 7512,3.375,2.625,10,7,5,2,1,,base,,0,0,,10
p60,1960 U.S. License Plate Cards,General Foods Corp. (Post Cereal),,AK,png,0,Alaska,us_state,1960,17,3.375,2.625,10,7,5,2,1,,base,,0,0,,20
p60,1960 U.S. License Plate Cards,General Foods Corp. (Post Cereal),,AZ,png,0,Arizona,us_state,1960,FAM 123,3.375,2.625,10,7,5,2,1,,base,,0,0,,30
p60,1960 U.S. License Plate Cards,General Foods Corp. (Post Cereal),,AR,png,0,Arkansas,us_state,1960,76 9876,3.375,2.625,10,7,5,2,1,,base,,0,0,,40
p60,1960 U.S. License Plate Cards,General Foods Corp. (Post Cereal),,CA,png,0,California,us_state,1960,SAM 123,3.375,2.625,10,7,5,2,1,,base,,0,0,,50
p60,1960 U.S. License Plate Cards,General Foods Corp. (Post Cereal),,CO,png,0,Colorado,us_state,1960,GN 9999,3.375,2.625,10,7,5,2,1,,base,,0,0,,60
p60,1960 U.S. License Plate Cards,General Foods Corp. (Post Cereal),,CT,png,0,Connecticut,us_state,1960,AL 9093,3.375,2.625,10,7,5,2,1,,base,,0,0,,70
p60,1960 U.S. License Plate Cards,General Foods Corp. (Post Cereal),,DE,png,0,Delaware,us_state,1960,225000,3.375,2.625,10,7,5,2,1,,base,,0,0,,80
p60,1960 U.S. License Plate Cards,General Foods Corp. (Post Cereal),,FL,png,0,Florida,us_state,1960,68W56789,3.375,2.625,10,7,5,2,1,,base,,0,0,,90
p60,1960 U.S. License Plate Cards,General Foods Corp. (Post Cereal),,GA,png,0,Georgia,us_state,1960,1 E14567,3.375,2.625,10,7,5,2,1,,base,,0,0,,100
p60,1960 U.S. License Plate Cards,General Foods Corp. (Post Cereal),,HI,png,0,Hawaii,us_state,1960,1A 0000,3.375,2.625,10,7,5,2,1,,base,,0,0,,110
p60,1960 U.S. License Plate Cards,General Foods Corp. (Post Cereal),,ID,png,0,Idaho,us_state,1960,1A45 236,3.375,2.625,10,7,5,2,1,,base,,0,0,,120
p60,1960 U.S. License Plate Cards,General Foods Corp. (Post Cereal),,IL,png,0,Illinois,us_state,1960,56 508,3.375,2.625,10,7,5,2,1,,base,,0,0,,130
p60,1960 U.S. License Plate Cards,General Foods Corp. (Post Cereal),,IN,png,0,Indiana,us_state,1960,AZ 2998,3.375,2.625,10,7,5,2,1,,base,,0,0,,140
p60,1960 U.S. License Plate Cards,General Foods Corp. (Post Cereal),,IA,png,0,Iowa,us_state,1960,76 9256,3.375,2.625,10,7,5,2,1,,base,,0,0,,150
p60,1960 U.S. License Plate Cards,General Foods Corp. (Post Cereal),,KS,png,0,Kansas,us_state,1960,PQ 1234,3.375,2.625,10,7,5,2,1,,base,,0,0,,160
p60,1960 U.S. License Plate Cards,General Foods Corp. (Post Cereal),,KY,png,0,Kentucky,us_state,1960,999 999,3.375,2.625,10,7,5,2,1,,base,,0,0,,170
p60,1960 U.S. License Plate Cards,General Foods Corp. (Post Cereal),,LA,png,0,Louisiana,us_state,1960,899 999,3.375,2.625,10,7,5,2,1,,base,,0,0,,180
p60,1960 U.S. License Plate Cards,General Foods Corp. (Post Cereal),,ME,png,0,Maine,us_state,1960,498 675,3.375,2.625,10,7,5,2,1,,base,,0,0,,190
p60,1960 U.S. License Plate Cards,General Foods Corp. (Post Cereal),,MD,png,0,Maryland,us_state,1960,AM 19 27,3.375,2.625,10,7,5,2,1,,base,,0,0,,200
p60,1960 U.S. License Plate Cards,General Foods Corp. (Post Cereal),,MA,png,0,Massachusetts,us_state,1960,57576,3.375,2.625,10,7,5,2,1,,base,,0,0,,210
p60,1960 U.S. License Plate Cards,General Foods Corp. (Post Cereal),,MI,png,0,Michigan,us_state,1960,ZW 9950,3.375,2.625,10,7,5,2,1,,base,,0,0,,220
p60,1960 U.S. License Plate Cards,General Foods Corp. (Post Cereal),,MN,png,0,Minnesota,us_state,1960,3X 4235,3.375,2.625,10,7,5,2,1,,base,,0,0,,230
p60,1960 U.S. License Plate Cards,General Foods Corp. (Post Cereal),,MS,png,0,Mississippi,us_state,1960,399 999,3.375,2.625,10,7,5,2,1,,base,,0,0,,240
p60,1960 U.S. License Plate Cards,General Foods Corp. (Post Cereal),,MO,png,0,Missouri,us_state,1960,122,3.375,2.625,10,7,5,2,1,,base,,0,0,,250
p60,1960 U.S. License Plate Cards,General Foods Corp. (Post Cereal),,MT,png,0,Montana,us_state,1960,28 8303,3.375,2.625,10,7,5,2,1,,base,,0,0,,260
p60,1960 U.S. License Plate Cards,General Foods Corp. (Post Cereal),,NE,png,0,Nebraska,us_state,1960,94 1234,3.375,2.625,10,7,5,2,1,,base,,0,0,,270
p60,1960 U.S. License Plate Cards,General Foods Corp. (Post Cereal),,NV,png,0,Nevada,us_state,1960,C72486,3.375,2.625,10,7,5,2,1,,base,,0,0,,280
p60,1960 U.S. License Plate Cards,General Foods Corp. (Post Cereal),,NH,png,0,New Hampshire,us_state,1960,AC123,3.375,2.625,10,7,5,2,1,,base,,0,0,,290
p60,1960 U.S. License Plate Cards,General Foods Corp. (Post Cereal),,NJ,png,0,New Jersey,us_state,1960,AAA 000,3.375,2.625,10,7,5,2,1,,base,,0,0,,300
p60,1960 U.S. License Plate Cards,General Foods Corp. (Post Cereal),,NM,png,0,New Mexico,us_state,1960,20 5050,3.375,2.625,10,7,5,2,1,,base,,0,0,,310
p60,1960 U.S. License Plate Cards,General Foods Corp. (Post Cereal),,NY,png,0,New York,us_state,1960,5F 9836,3.375,2.625,10,7,5,2,1,,base,,0,0,,320
p60,1960 U.S. License Plate Cards,General Foods Corp. (Post Cereal),,NC,png,0,North Carolina,us_state,1960,JA 4256,3.375,2.625,10,7,5,2,1,,base,,0,0,,330
p60,1960 U.S. License Plate Cards,General Foods Corp. (Post Cereal),,ND,png,0,North Dakota,us_state,1960,231 231,3.375,2.625,10,7,5,2,1,,base,,0,0,,340
p60,1960 U.S. License Plate Cards,General Foods Corp. (Post Cereal),,OH,png,0,Ohio,us_state,1960,1543 SW,3.375,2.625,10,7,5,2,1,,base,,0,0,,350
p60,1960 U.S. License Plate Cards,General Foods Corp. (Post Cereal),,OK,png,0,Oklahoma,us_state,1960,70 8154,3.375,2.625,10,7,5,2,1,,base,,0,0,,360
p60,1960 U.S. License Plate Cards,General Foods Corp. (Post Cereal),,OR,png,0,Oregon,us_state,1960,3G 3123,3.375,2.625,10,7,5,2,1,,base,,0,0,,370
p60,1960 U.S. License Plate Cards,General Foods Corp. (Post Cereal),,PA,png,0,Pennsylvania,us_state,1960,22914Z,3.375,2.625,10,7,5,2,1,,base,,0,0,,380
p60,1960 U.S. License Plate Cards,General Foods Corp. (Post Cereal),,RI,png,0,Rhode Island,us_state,1960,SR 2,3.375,2.625,10,7,5,2,1,,base,,0,0,,390
p60,1960 U.S. License Plate Cards,General Foods Corp. (Post Cereal),,SC,png,0,South Carolina,us_state,1960,A 46237,3.375,2.625,10,7,5,2,1,,base,,0,0,,400
p60,1960 U.S. License Plate Cards,General Foods Corp. (Post Cereal),,SD,png,0,South Dakota,us_state,1960,9 7519,3.375,2.625,10,7,5,2,1,,base,,0,0,,410
p60,1960 U.S. License Plate Cards,General Foods Corp. (Post Cereal),,TN,png,0,Tennessee,us_state,1960,37 N123,3.375,2.625,10,7,5,2,1,,base,,0,0,,420
p60,1960 U.S. License Plate Cards,General Foods Corp. (Post Cereal),,TX,png,0,Texas,us_state,1960,PQ 3874,3.375,2.625,10,7,5,2,1,,base,,0,0,,430
p60,1960 U.S. License Plate Cards,General Foods Corp. (Post Cereal),,UT,png,0,Utah,us_state,1960,DH 3500,3.375,2.625,10,7,5,2,1,,base,,0,0,,440
p60,1960 U.S. License Plate Cards,General Foods Corp. (Post Cereal),,VT,png,0,Vermont,us_state,1960,3081,3.375,2.625,10,7,5,2,1,,base,,0,0,,450
p60,1960 U.S. License Plate Cards,General Foods Corp. (Post Cereal),,VA,png,0,Virginia,us_state,1960,987 654,3.375,2.625,10,7,5,2,1,,base,,0,0,,460
p60,1960 U.S. License Plate Cards,General Foods Corp. (Post Cereal),,WA,png,0,Washington,us_state,1960,XYZ 123,3.375,2.625,10,7,5,2,1,,base,,0,0,,470
p60,1960 U.S. License Plate Cards,General Foods Corp. (Post Cereal),,WV,png,0,West Virginia,us_state,1960,678 349,3.375,2.625,10,7,5,2,1,,base,,0,0,,480
p60,1960 U.S. License Plate Cards,General Foods Corp. (Post Cereal),,WI,png,0,Wisconsin,us_state,1960,B198 509,3.375,2.625,10,7,5,2,1,,base,,0,0,,490
p60,1960 U.S. License Plate Cards,General Foods Corp. (Post Cereal),,WY,png,0,Wyoming,us_state,1960,23 7635,3.375,2.625,10,7,5,2,1,,base,,0,0,,500
t61,1961 License Plate Stickers,"Topps Chewing Gum, Inc.",,AL,png,0,Alabama,us_state,1961,70-415,4.125,1.75,60,40,25,15,10,5,base,,0,0,Values are for stickers with tabs,10
t61,1961 License Plate Stickers,"Topps Chewing Gum, Inc.",,AZ,png,0,Arizona,us_state,1961,AXM-106,4.125,1.875,120,70,50,30,15,8,base,Issued in Canada - rare,0,0,Values are for stickers with tabs,20
t61,1961 License Plate Stickers,"Topps Chewing Gum, Inc.",,CA,png,0,California,us_state,1961,MAX601,4.125,1.75,60,40,25,15,10,5,base,,0,0,Values are for stickers with tabs,30
t61,1961 License Plate Stickers,"Topps Chewing Gum, Inc.",,CO,png,0,Colorado,us_state,1961,AP-8147,4.125,1.875,120,70,50,30,15,8,base,Issued in Canada - rare,0,0,Values are for stickers with tabs,40
t61,1961 License Plate Stickers,"Topps Chewing Gum, Inc.",,CT,png,0,Connecticut,us_state,1961,40702,4.125,1.875,120,70,50,30,15,8,base,Issued in Canada - rare,0,0,Values are for stickers with tabs,50
t61,1961 License Plate Stickers,"Topps Chewing Gum, Inc.",,DE,png,0,Delaware,us_state,1961,278727,4.125,1.875,120,70,50,30,15,8,base,Issued in Canada - rare,0,0,Values are for stickers with tabs,60
t61,1961 License Plate Stickers,"Topps Chewing Gum, Inc.",,DC,png,0,Dist. Of Columbia,us_state,1961,AX-016,4.125,1.875,120,70,50,30,15,8,base,Issued in Canada - rare,0,0,Values are for stickers with tabs,70
t61,1961 License Plate Stickers,"Topps Chewing Gum, Inc.",,FL,png,0,Florida,us_state,1961,12-44-07,4.125,1.75,60,40,25,15,10,5,base,,0,0,Values are for stickers with tabs,80
t61,1961 License Plate Stickers,"Topps Chewing Gum, Inc.",,GA,png,0,Georgia,us_state,1961,1-F76142,4.125,1.75,60,40,25,15,10,5,base,,0,0,Values are for stickers with tabs,90
t61,1961 License Plate Stickers,"Topps Chewing Gum, Inc.",,IL,png,0,Illinois,us_state,1961,72 486,4.125,1.75,60,40,25,15,10,5,base,,0,0,Values are for stickers with tabs,100
t61,1961 License Plate Stickers,"Topps Chewing Gum, Inc.",,IN,png,0,Indiana,us_state,1961,LT 9471,4.125,1.75,60,40,25,15,10,5,base,,0,0,Values are for stickers with tabs,110
t61,1961 License Plate Stickers,"Topps Chewing Gum, Inc.",,IA,png,0,Iowa,us_state,1961,77-1542,4.125,1.75,60,40,25,15,10,5,base,,0,0,Values are for stickers with tabs,120
t61,1961 License Plate Stickers,"Topps Chewing Gum, Inc.",,KS,png,0,Kansas,us_state,1961,NH-1154,4.125,1.875,120,70,50,30,15,8,base,Issued in Canada - rare,0,0,Values are for stickers with tabs,130
t61,1961 License Plate Stickers,"Topps Chewing Gum, Inc.",,KY,png,0,Kentucky,us_state,1961,704-210,4.125,1.75,60,40,25,15,10,5,base,,0,0,Values are for stickers with tabs,140
t61,1961 License Plate Stickers,"Topps Chewing Gum, Inc.",,LA,png,0,Louisiana,us_state,1961,207-244,4.125,1.75,60,40,25,15,10,5,base,,0,0,Values are for stickers with tabs,150
t61,1961 License Plate Stickers,"Topps Chewing Gum, Inc.",,ME,png,0,Maine,us_state,1961,764-142,4.125,1.875,120,70,50,30,15,8,base,Issued in Canada - rare,0,0,Values are for stickers with tabs,160
t61,1961 License Plate Stickers,"Topps Chewing Gum, Inc.",,MD,png,0,Maryland,us_state,1961,BB-16-78,4.125,1.875,120,70,50,30,15,8,base,Issued in Canada - rare,0,0,Values are for stickers with tabs,170
t61,1961 License Plate Stickers,"Topps Chewing Gum, Inc.",,MA,png,0,Massachusetts,us_state,1961,R301-741,4.125,1.75,60,40,25,15,10,5,base,,0,0,Values are for stickers with tabs,180
t61,1961 License Plate Stickers,"Topps Chewing Gum, Inc.",,MI,png,0,Michigan,us_state,1961,MN-7614,4.125,1.875,120,70,50,30,15,8,base,Issued in Canada - rare,0,0,Values are for stickers with tabs,190
t61,1961 License Plate Stickers,"Topps Chewing Gum, Inc.",,MN,png,0,Minnesota,us_state,1961,4A 2397,4.125,1.75,60,40,25,15,10,5,base,,0,0,Values are for stickers with tabs,200
t61,1961 License Plate Stickers,"Topps Chewing Gum, Inc.",,MO,png,0,Missouri,us_state,1961,374,4.125,1.875,120,70,50,30,15,8,base,Issued in Canada - rare,0,0,Values are for stickers with tabs,210
t61,1961 License Plate Stickers,"Topps Chewing Gum, Inc.",,NE,png,0,Nebraska,us_state,1961,42-2407,4.125,1.875,120,70,50,30,15,8,base,Issued in Canada - rare,0,0,Values are for stickers with tabs,220
t61,1961 License Plate Stickers,"Topps Chewing Gum, Inc.",,NJ,png,0,New Jersey,us_state,1961,AEC-763,4.125,1.75,60,40,25,15,10,5,base,,0,0,Values are for stickers with tabs,230
t61,1961 License Plate Stickers,"Topps Chewing Gum, Inc.",,NM,png,0,New Mexico,us_state,1961,77-4215,4.125,1.875,120,70,50,30,15,8,base,Issued in Canada - rare,0,0,Values are for stickers with tabs,240
t61,1961 License Plate Stickers,"Topps Chewing Gum, Inc.",,NY,png,0,New York,us_state,1961,BN-7816,4.125,1.75,60,40,25,15,10,5,base,,0,0,Values are for stickers with tabs,250
t61,1961 License Plate Stickers,"Topps Chewing Gum, Inc.",,NC,png,0,North Carolina,us_state,1961,A-4162,4.125,1.75,60,40,25,15,10,5,base,,0,0,Values are for stickers with tabs,260
t61,1961 License Plate Stickers,"Topps Chewing Gum, Inc.",,ND,png,0,North Dakota,us_state,1961,7430,4.125,1.875,120,70,50,30,15,8,base,Issued in Canada - rare,0,0,Values are for stickers with tabs,270
t61,1961 License Plate Stickers,"Topps Chewing Gum, Inc.",,OH,png,0,Ohio,us_state,1961,2934-A,4.125,1.75,60,40,25,15,10,5,base,,0,0,Values are for stickers with tabs,280
t61,1961 License Plate Stickers,"Topps Chewing Gum, Inc.",,OK,png,0,Oklahoma,us_state,1961,21-1476,4.125,1.875,120,70,50,30,15,8,base,Issued in Canada - rare,0,0,Values are for stickers with tabs,290
t61,1961 License Plate Stickers,"Topps Chewing Gum, Inc.",,OR,png,0,Oregon,us_state,1961,2T-4027,4.125,1.875,120,70,50,30,15,8,base,Issued in Canada - rare,0,0,Values are for stickers with tabs,300
t61,1961 License Plate Stickers,"Topps Chewing Gum, Inc.",,PA,png,0,Pennsylvania,us_state,1961,PA7-814,4.125,1.75,60,40,25,15,10,5,base,,0,0,Values are for stickers with tabs,310
t61,1961 License Plate Stickers,"Topps Chewing Gum, Inc.",,RI,png,0,Rhode Island,us_state,1961,1479,4.125,1.875,120,70,50,30,15,8,base,Issued in Canada - rare,0,0,Values are for stickers with tabs,320
t61,1961 License Plate Stickers,"Topps Chewing Gum, Inc.",,SC,png,0,South Carolina,us_state,1961,E-70-415,4.125,1.875,120,70,50,30,15,8,base,Issued in Canada - rare,0,0,Values are for stickers with tabs,330
t61,1961 License Plate Stickers,"Topps Chewing Gum, Inc.",,SD,png,0,South Dakota,us_state,1961,2-4867,4.125,1.875,120,70,50,30,15,8,base,Issued in Canada - rare,0,0,Values are for stickers with tabs,340
t61,1961 License Plate Stickers,"Topps Chewing Gum, Inc.",,TN,png,0,Tennessee,us_state,1961,22-T740,4.125,1.75,60,40,25,15,10,5,base,,0,0,Values are for stickers with tabs,350
t61,1961 License Plate Stickers,"Topps Chewing Gum, Inc.",,TX,png,0,Texas,us_state,1961,OP-7210,4.125,1.75,60,40,25,15,10,5,base,,0,0,Values are for stickers with tabs,360
t61,1961 License Plate Stickers,"Topps Chewing Gum, Inc.",,VA,png,0,Virginia,us_state,1961,122-747,4.125,1.75,60,40,25,15,10,5,base,,0,0,Values are for stickers with tabs,370
t61,1961 License Plate Stickers,"Topps Chewing Gum, Inc.",,WA,png,0,Washington,us_state,1961,TLT 145,4.0625,1.75,120,70,50,30,15,8,base,Issued in Canada - rare,0,0,Values are for stickers with tabs,380
t61,1961 License Plate Stickers,"Topps Chewing Gum, Inc.",,WV,png,0,West Virginia,us_state,1961,722-741,4.0625,1.75,120,70,50,30,15,8,base,Issued in Canada - rare,0,0,Values are for stickers with tabs,390
t61,1961 License Plate Stickers,"Topps Chewing Gum, Inc.",,WI,png,0,Wisconsin,us_state,1961,E170-415,4.125,1.75,60,40,25,15,10,5,base,,0,0,Values are for stickers with tabs,400
c63,1963 Canada License Plates,"General Mills, Inc.",,AB,png,0,Alberta,canada,1963,,3.625,1.9375,ass,8,5,2,1,,base,,0,0,Issued in Canada only.,10
c63,1963 Canada License Plates,"General Mills, Inc.",,BC,png,0,British Columbia,canada,1963,,3.625,1.9375,12,8,5,2,1,,base,,0,0,Issued in Canada only.,20
c63,1963 Canada License Plates,"General Mills, Inc.",,MB,png,0,Manitoba,canada,1963,1A443,3.625,1.9375,12,8,5,2,1,,base,,0,0,Issued in Canada only.,30
c63,1963 Canada License Plates,"General Mills, Inc.",,NB,png,0,New Brunswick,canada,1963,,3.625,1.9375,12,8,5,2,1,,base,,0,0,Issued in Canada only.,40
c63,1963 Canada License Plates,"General Mills, Inc.",,NF,png,0,Newfoundland,canada,1963,0-000,3.625,1.9375,12,8,5,2,1,,base,,0,0,Issued in Canada only.,50
c63,1963 Canada License Plates,"General Mills, Inc.",,NS,png,0,Nova Scotia,canada,1963,,3.625,1.9375,12,8,5,2,1,,base,,0,0,Issued in Canada only.,60
c63,1963 Canada License Plates,"General Mills, Inc.",,ON,png,0,Ontario,canada,1963,012-345,3.625,1.9375,12,8,5,2,1,,base,,0,0,Issued in Canada only.,70
c63,1963 Canada License Plates,"General Mills, Inc.",,PE,png,0,Prince Edward Is.,canada,1963,,3.625,1.9375,12,8,5,2,1,,base,,0,0,Issued in Canada only.,80
c63,1963 Canada License Plates,"General Mills, Inc.",,QB,png,0,Quebec,canada,1963,000 000,3.625,1.9375,12,8,5,2,1,,base,,0,0,Issued in Canada only.,90
c63,1963 Canada License Plates,"General Mills, Inc.",,SK,png,0,Saskatchewan,canada,1963,,3.625,1.9375,12,8,5,2,1,,base,,0,0,Issued in Canada only.,100
g63,1963 Reflective Stickers,"General Mills, Inc.",,AL,png,0,Alabama,us_state,1963,68 19602,3.9375,2,5,4,3,1,,,base,,0,0,,10
g63,1963 Reflective Stickers,"General Mills, Inc.",,AK,png,0,Alaska,us_state,1963,47679,3.9375,2,5,4,3,1,,,base,,0,0,,20
g63,1963 Reflective Stickers,"General Mills, Inc.",,AZ,png,0,Arizona,us_state,1963,13 1962,3.9375,2,5,4,3,1,,,base,,0,0,,30
g63,1963 Reflective Stickers,"General Mills, Inc.",,AR,png,0,Arkansas,us_state,1963,FAM 123,3.9375,2,5,4,3,1,,,base,,0,0,,40
g63,1963 Reflective Stickers,"General Mills, Inc.",,CA,png,0,California,us_state,1963,SAM 123,3.9375,2,5,4,3,1,,,base,,0,0,,50
g63,1963 Reflective Stickers,"General Mills, Inc.",,CO,png,0,Colorado,us_state,1963,AX 1234,3.9375,2,5,4,3,1,,,base,,0,0,,60
g63,1963 Reflective Stickers,"General Mills, Inc.",,CT,png,0,Connecticut,us_state,1963,234,3.9375,2,5,4,3,1,,,base,,0,0,,70
g63,1963 Reflective Stickers,"General Mills, Inc.",,DC,png,0,Dist. Of Columbia,us_state,1963,AA 000,3.9375,2,5,4,3,1,,,base,,0,0,,80
g63,1963 Reflective Stickers,"General Mills, Inc.",,DE,png,0,Delaware,us_state,1963,388061,3.9375,2,5,4,3,1,,,base,,0,0,,90
g63,1963 Reflective Stickers,"General Mills, Inc.",,FL,png,0,Florida,us_state,1963,68W56789,3.9375,2,5,4,3,1,,,base,,0,0,,100
g63,1963 Reflective Stickers,"General Mills, Inc.",,GA,png,0,Georgia,us_state,1963,59 77357,3.9375,2,5,4,3,1,,,base,,0,0,,110
g63,1963 Reflective Stickers,"General Mills, Inc.",,HI,png,0,Hawaii,us_state,1963,0A 413,3.9375,2,5,4,3,1,,,base,,0,0,,120
g63,1963 Reflective Stickers,"General Mills, Inc.",,ID,png,0,Idaho,us_state,1963,1A10 218,3.9375,2,5,4,3,1,,,base,,0,0,,130
g63,1963 Reflective Stickers,"General Mills, Inc.",,IL,png,0,Illinois,us_state,1963,AB5964,3.9375,2,5,4,3,1,,,base,,0,0,,140
g63,1963 Reflective Stickers,"General Mills, Inc.",,IN,png,0,Indiana,us_state,1963,41A1605,3.9375,2,5,4,3,1,,,base,,0,0,,150
g63,1963 Reflective Stickers,"General Mills, Inc.",,IA,png,0,Iowa,us_state,1963,67 1962,3.9375,2,5,4,3,1,,,base,,0,0,,160
g63,1963 Reflective Stickers,"General Mills, Inc.",,KS,png,0,Kansas,us_state,1963,SN 00000,3.9375,2,5,4,3,1,,,base,,0,0,,170
g63,1963 Reflective Stickers,"General Mills, Inc.",,KY,png,0,Kentucky,us_state,1963,999 999,3.9375,2,5,4,3,1,,,base,,0,0,,180
g63,1963 Reflective Stickers,"General Mills, Inc.",,LA,png,0,Louisiana,us_state,1963,913 470,3.9375,2,5,4,3,1,,,base,,0,0,,190
g63,1963 Reflective Stickers,"General Mills, Inc.",,ME,png,0,Maine,us_state,1963,781 859,3.9375,2,5,4,3,1,,,base,,0,0,,200
g63,1963 Reflective Stickers,"General Mills, Inc.",,MD,png,0,Maryland,us_state,1963,AA 39 81,3.9375,2,5,4,3,1,,,base,,0,0,,210
g63,1963 Reflective Stickers,"General Mills, Inc.",,MA,png,0,Massachusetts,us_state,1963,303 051,3.9375,2,5,4,3,1,,,base,,0,0,,220
g63,1963 Reflective Stickers,"General Mills, Inc.",,MI,png,0,Michigan,us_state,1963,ZZ 28 73,3.9375,2,5,4,3,1,,,base,,0,0,,230
g63,1963 Reflective Stickers,"General Mills, Inc.",,MN,png,0,Minnesota,us_state,1963,4A 1962,3.9375,2,5,4,3,1,,,base,,0,0,,240
g63,1963 Reflective Stickers,"General Mills, Inc.",,MS,png,0,Mississippi,us_state,1963,26 4000,3.9375,2,5,4,3,1,,,base,,0,0,,250
g63,1963 Reflective Stickers,"General Mills, Inc.",,MO,png,0,Missouri,us_state,1963,AA1 443,3.9375,2,5,4,3,1,,,base,,0,0,,260
g63,1963 Reflective Stickers,"General Mills, Inc.",,MT,png,0,Montana,us_state,1963,16 0000,3.9375,2,5,4,3,1,,,base,,0,0,,270
g63,1963 Reflective Stickers,"General Mills, Inc.",,NE,png,0,Nebraska,us_state,1963,94 1234,3.9375,2,5,4,3,1,,,base,,0,0,,280
g63,1963 Reflective Stickers,"General Mills, Inc.",,NV,png,0,Nevada,us_state,1963,S96061,3.9375,2,5,4,3,1,,,base,,0,0,,290
g63,1963 Reflective Stickers,"General Mills, Inc.",,NH,png,0,New Hampshire,us_state,1963,A 629,3.9375,2,5,4,3,1,,,base,,0,0,,300
